AIRPORT;APT_ICAO;APT_IATA;APT_NAME;APT_COUNTRY;ICAO_LABEL;IATA_LABEL;YEAR;MONTH_NUM;AC_CLASS;NB_TURN_ARROUND;TOT_SDTT_MIN;TOT_ACTT_MIN;TOT_ADTT_MIN
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;3;H;2063;294035;312052,48;18017,48
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;4;MJ;13474;787980;874313,86;86333,86
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;4;MT;188;9965;11275,62;1310,62
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;4;H;2157;310635;323430,12;12795,12
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;5;MT;194;10280;11588,33;1308,33
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;5;MJ;13826;809957;914030,79;104073,79
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;5;H;2369;336630;362302,2;25672,2
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;6;H;2443;348110;381759,22;33649,22
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;6;MT;185;9770;11728,61;1958,61
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;6;MJ;13510;784366;926344,35;141978,35
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;7;H;2487;350290;395809,34;45519,34
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;7;MJ;14221;832445;972527,5;140082,5
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;7;MT;196;10440;12154,47;1714,47
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;8;MT;191;10250;12055,5;1805,5
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;8;MJ;14138;828846;947784,58;118938,58
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;8;H;2589;364130;406588,65;42458,65
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;9;MT;188;10025;11875,34;1850,34
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;9;H;2475;350155;387992,07;37837,07
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;9;MJ;14381;843616;960175,52;116559,52
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;10;MT;197;10500;11745,03;1245,03
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;10;MJ;14708;860611;957046,88;96435,88
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;10;H;2399;342415;372130,45;29715,45
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;11;MJ;12208;726802;805698,09;78896,09
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;11;H;2082;301485;322736,2;21251,2
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;11;MT;202;11415;12541,32;1126,32
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;12;MT;189;10490;11712,08;1222,08
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;12;H;2058;294225;317090,93;22865,93
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2018;12;MJ;10719;650209;712482,86;62273,86
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;1;MT;217;12360;13379,08;1019,08
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;1;MJ;10269;633382;675434,47;42052,47
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;1;H;2036;294395;310747,09;16352,09
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;2;MJ;10737;651077;713427,51;62350,51
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;2;H;1899;273455;290027,42;16572,42
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;2;MT;186;10560;11809,62;1249,62
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;3;MJ;11924;725521;802720,21;77199,21
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;3;H;2307;337205;360054,21;22849,21
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;3;MT;209;11940;13712,65;1772,65
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;4;H;2224;323545;329989,97;6444,97
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;4;MT;189;10480;11764,27;1284,27
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;4;MJ;13027;789485;860941,11;71456,11
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;5;MT;194;10760;12529,26;1769,26
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;5;MJ;13785;831304;919867,79;88563,79
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;5;H;2403;353945;370544,32;16599,32
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;6;MT;184;10115;11600,61;1485,61
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;6;H;2493;354950;377862,19;22912,19
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;6;MJ;13495;808865;918220,78;109355,78
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;7;H;2628;370240;412531,09;42291,09
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;7;MJ;13577;831775;942097,93;110322,93
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;7;MT;207;11470;13167,41;1697,41
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;8;H;2600;370410;401327,22;30917,22
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;8;MJ;13102;811990;908015,8;96025,8
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;8;MT;199;10995;12484,28;1489,28
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;9;MT;185;10260;11639,38;1379,38
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;9;H;2461;354515;382028,77;27513,77
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;9;MJ;13996;851219;940401,32;89182,32
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;10;MJ;13577;821615;890565,31;68950,31
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;10;MT;190;10305;11345,98;1040,98
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;10;H;2416;347930;365647,45;17717,45
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;11;MJ;10887;659963;728439,68;68476,68
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;11;H;2117;306900;329870,01;22970,01
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;11;MT;179;9890;11329,57;1439,57
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;12;MJ;9875;607931;673418,73;65487,73
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;12;H;2017;293620;311271,29;17651,29
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2019;12;MT;187;9890;11410,06;1520,06
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2020;1;H;1989;287180;300196,2;13016,2
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2020;1;MT;223;12025;13325,84;1300,84
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2020;1;MJ;9777;602800;656586,22;53786,22
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2020;2;MJ;10162;623475;684309,39;60834,39
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2020;2;H;1727;248750;266706,23;17956,23
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2020;2;MT;197;10925;12387,72;1462,72
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2020;3;MJ;4967;304170;342881,07;38711,07
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2020;3;H;1462;209100;226406,98;17306,98
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2020;3;MT;112;7120;8084,52;964,52
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2020;4;MT;17;1345;1564,67;219,67
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2020;4;MJ;400;26370;30717,37;4347,37
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2020;4;H;991;132615;134631,14;2016,14
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2020;5;H;1311;176020;180337,37;4317,37
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2020;5;MT;15;895;1099,41;204,41
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2020;5;MJ;537;36448;41573,21;5125,21
EDDF;EDDF;FRA;Frankfurt;Germany;Frankfurt (EDDF);Frankfurt (FRA);2020;6;;;;;
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2016;1;;;;;
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2016;2;;;;;
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2016;3;;;;;
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2016;4;;;;;
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2016;5;;;;;
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2016;6;;;;;
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2016;7;;;;;
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2016;8;;;;;
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2016;9;;;;;
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2016;10;;;;;
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2016;11;MT;7;345;295;-50
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2016;11;MJ;203;8369;8283;-86
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2016;12;MT;7;305;283;-22
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2016;12;MJ;186;7600;7656;56
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;1;MT;4;242;257;15
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;1;MJ;163;6783;6783;0
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;2;MJ;186;7480;7640,57;160,57
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;2;MT;4;129;135;6
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;3;H;2;245;239;-6
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;3;MJ;214;8795;9002;207
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;3;MT;8;246;332;86
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;4;MT;2;93;50;-43
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;4;H;4;315;301;-14
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;4;MJ;269;12095;12203;108
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;5;MJ;324;15014;15620;606
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;5;MT;2;35;54;19
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;6;MT;2;107;117;10
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;6;MJ;354;17128;17642;514
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;7;MJ;421;20305;21184,05;879,05
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;7;MT;5;315;342;27
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;8;MJ;410;20001;20754,15;753,15
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;8;MT;1;90;86;-4
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;9;MT;5;260;253;-7
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;9;MJ;373;17648;18641,03;993,03
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;10;MT;3;181;116;-65
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;10;H;2;225;270;45
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;10;MJ;394;18565;18492;-73
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;11;MJ;245;10681;10444;-237
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;11;MT;3;80;69;-11
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;12;MT;3;185;206;21
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2017;12;MJ;189;8175;7727;-448
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;1;MJ;171;7313;7321,3;8,3
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;1;MT;2;65;53;-12
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;2;MT;5;160;178;18
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;2;MJ;194;8345;7831;-514
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;3;MJ;258;11117;11016;-101
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;3;MT;2;70;35;-35
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;3;H;1;65;84;19
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;4;MJ;295;12458;12823;365
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;4;MT;3;85;77;-8
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;5;H;2;223;231;8
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;5;MJ;322;13835;14941;1106
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;5;MT;7;165;214;49
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;6;MT;7;210;205;-5
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;6;MJ;383;16732;17720;988
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;7;MT;5;285;168;-117
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;7;MJ;449;20967;23267;2300
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;8;MJ;434;20415;22416;2001
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;8;MT;5;119;134;15
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;9;MJ;445;20662;22677;2015
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;9;MT;8;521;530;9
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;10;MT;6;368;281;-87
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;10;MJ;451;20277;21385;1108
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;10;H;1;120;141;21
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;11;MT;1;35;38;3
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;11;MJ;282;11957;12367;410
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;12;MJ;212;8805;8830;25
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2018;12;MT;2;26;12;-14
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;1;MT;1;55;25;-30
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;1;MJ;205;8522;8166;-356
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;2;MT;3;150;167;17
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;2;MJ;200;8011;7900;-111
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;3;MJ;244;9976;10190;214
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;3;H;1;90;71;-19
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;3;MT;8;290;359;69
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;4;MT;8;453;393;-60
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;4;MJ;296;12635;13242;607
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;5;MJ;346;15098;15906;808
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;5;MT;5;223;279;56
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;6;MJ;335;14713;16040;1327
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;6;MT;3;155;129;-26
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;6;H;2;170;142;-28
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;7;MT;4;142;168;26
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;7;MJ;407;18578;19980;1402
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;8;MJ;414;18982;20507;1525
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;8;MT;4;195;168;-27
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;9;MT;4;335;258;-77
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;9;MJ;403;18254;19641,1;1387,1
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;10;MT;10;425;465;40
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;10;MJ;414;18513;19755;1242
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;11;MT;17;581;718,58;137,58
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;11;MJ;267;11017;11651;634
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;12;MJ;231;9394;9925;531
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2019;12;MT;3;260;233;-27
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2020;1;MT;5;240;253;13
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2020;1;MJ;220;8930;9095;165
EDDG;EDDG;FMO;Muenster-Osnabrueck;Germany;Muenster-Osnabrueck (EDDG);Muenster-Osnabrueck (FMO);2020;2;MJ;233;9675;9444;-231
