AIRPORT;APT_ICAO;APT_IATA;APT_NAME;APT_COUNTRY;ICAO_LABEL;IATA_LABEL;YEAR;CONFIGURATION;SHARE_PCT
EGSS;EGSS;STN;London - Stansted;United Kingdom;London - Stansted (EGSS);London - Stansted (STN);2019;ARR:22 - DEP:22;0,708343492465987
EGSS;EGSS;STN;London - Stansted;United Kingdom;London - Stansted (EGSS);London - Stansted (STN);2020;;
EHAM;EHAM;AMS;Amsterdam - Schiphol;Netherlands;Amsterdam - Schiphol (EHAM);Amsterdam - Schiphol (AMS);2016;;
EHAM;EHAM;AMS;Amsterdam - Schiphol;Netherlands;Amsterdam - Schiphol (EHAM);Amsterdam - Schiphol (AMS);2017;;
EHAM;EHAM;AMS;Amsterdam - Schiphol;Netherlands;Amsterdam - Schiphol (EHAM);Amsterdam - Schiphol (AMS);2018;;
EHAM;EHAM;AMS;Amsterdam - Schiphol;Netherlands;Amsterdam - Schiphol (EHAM);Amsterdam - Schiphol (AMS);2019;ARR:18R - DEP:18C - DEP:18L;0,0552884615384615
EHAM;EHAM;AMS;Amsterdam - Schiphol;Netherlands;Amsterdam - Schiphol (EHAM);Amsterdam - Schiphol (AMS);2019;ARR:36C - ARR:36R - DEP:36L;0,0544143356643357
EHAM;EHAM;AMS;Amsterdam - Schiphol;Netherlands;Amsterdam - Schiphol (EHAM);Amsterdam - Schiphol (AMS);2019;ARR:18R - ARR:22 - DEP:24;0,044798951048951
EHAM;EHAM;AMS;Amsterdam - Schiphol;Netherlands;Amsterdam - Schiphol (EHAM);Amsterdam - Schiphol (AMS);2019;ARR:36R - DEP:36C - DEP:36L;0,0432692307692308
EHAM;EHAM;AMS;Amsterdam - Schiphol;Netherlands;Amsterdam - Schiphol (EHAM);Amsterdam - Schiphol (AMS);2019;ARR:27 - ARR:36C - DEP:36L;0,0428321678321678
EHAM;EHAM;AMS;Amsterdam - Schiphol;Netherlands;Amsterdam - Schiphol (EHAM);Amsterdam - Schiphol (AMS);2019;ARR:06 - DEP:36C - DEP:36L;0,0417395104895105
EHAM;EHAM;AMS;Amsterdam - Schiphol;Netherlands;Amsterdam - Schiphol (EHAM);Amsterdam - Schiphol (AMS);2019;ARR:27 - DEP:24 - DEP:36L;0,0356206293706294
EHAM;EHAM;AMS;Amsterdam - Schiphol;Netherlands;Amsterdam - Schiphol (EHAM);Amsterdam - Schiphol (AMS);2019;ARR:06 - DEP:09 - DEP:36L;0,0347465034965035
EHAM;EHAM;AMS;Amsterdam - Schiphol;Netherlands;Amsterdam - Schiphol (EHAM);Amsterdam - Schiphol (AMS);2019;ARR:18C - ARR:18R - DEP:24;0,0576923076923077
EHAM;EHAM;AMS;Amsterdam - Schiphol;Netherlands;Amsterdam - Schiphol (EHAM);Amsterdam - Schiphol (AMS);2019;ARR:06 - ARR:36R - DEP:36L;0,0767045454545455
EHAM;EHAM;AMS;Amsterdam - Schiphol;Netherlands;Amsterdam - Schiphol (EHAM);Amsterdam - Schiphol (AMS);2019;ARR:18C - ARR:18R - DEP:18L;0,121284965034965
EHAM;EHAM;AMS;Amsterdam - Schiphol;Netherlands;Amsterdam - Schiphol (EHAM);Amsterdam - Schiphol (AMS);2019;ARR:18R - DEP:18L - DEP:24;0,117788461538461
EHAM;EHAM;AMS;Amsterdam - Schiphol;Netherlands;Amsterdam - Schiphol (EHAM);Amsterdam - Schiphol (AMS);2020;;
EICK;EICK;ORK;Cork;Ireland;Cork (EICK);Cork (ORK);2016;;
EICK;EICK;ORK;Cork;Ireland;Cork (EICK);Cork (ORK);2017;;
EICK;EICK;ORK;Cork;Ireland;Cork (EICK);Cork (ORK);2018;;
EICK;EICK;ORK;Cork;Ireland;Cork (EICK);Cork (ORK);2019;ARR:34 - DEP:34;0,448335539041026
EICK;EICK;ORK;Cork;Ireland;Cork (EICK);Cork (ORK);2019;ARR:16 - DEP:16;0,540771658352845
EICK;EICK;ORK;Cork;Ireland;Cork (EICK);Cork (ORK);2020;;
EIDW;EIDW;DUB;Dublin;Ireland;Dublin (EIDW);Dublin (DUB);2016;;
EIDW;EIDW;DUB;Dublin;Ireland;Dublin (EIDW);Dublin (DUB);2017;;
EIDW;EIDW;DUB;Dublin;Ireland;Dublin (EIDW);Dublin (DUB);2018;;
EIDW;EIDW;DUB;Dublin;Ireland;Dublin (EIDW);Dublin (DUB);2019;ARR:28 - DEP:28;0,7792156669783
EIDW;EIDW;DUB;Dublin;Ireland;Dublin (EIDW);Dublin (DUB);2019;ARR:10 - DEP:10;0,203316439502042
EIDW;EIDW;DUB;Dublin;Ireland;Dublin (EIDW);Dublin (DUB);2020;;
EKCH;EKCH;CPH;Copenhagen - Kastrup;Denmark;Copenhagen - Kastrup (EKCH);Copenhagen - Kastrup (CPH);2016;;
EKCH;EKCH;CPH;Copenhagen - Kastrup;Denmark;Copenhagen - Kastrup (EKCH);Copenhagen - Kastrup (CPH);2017;;
EKCH;EKCH;CPH;Copenhagen - Kastrup;Denmark;Copenhagen - Kastrup (EKCH);Copenhagen - Kastrup (CPH);2018;;
EKCH;EKCH;CPH;Copenhagen - Kastrup;Denmark;Copenhagen - Kastrup (EKCH);Copenhagen - Kastrup (CPH);2019;ARR:22L - DEP:22R;0,732577382776586
EKCH;EKCH;CPH;Copenhagen - Kastrup;Denmark;Copenhagen - Kastrup (EKCH);Copenhagen - Kastrup (CPH);2019;ARR:04L - DEP:04R;0,210665032178976
EKCH;EKCH;CPH;Copenhagen - Kastrup;Denmark;Copenhagen - Kastrup (EKCH);Copenhagen - Kastrup (CPH);2020;;
ELLX;ELLX;LUX;Luxembourg;Luxembourg;Luxembourg (ELLX);Luxembourg (LUX);2016;;
ELLX;ELLX;LUX;Luxembourg;Luxembourg;Luxembourg (ELLX);Luxembourg (LUX);2017;;
ELLX;ELLX;LUX;Luxembourg;Luxembourg;Luxembourg (ELLX);Luxembourg (LUX);2018;;
ELLX;ELLX;LUX;Luxembourg;Luxembourg;Luxembourg (ELLX);Luxembourg (LUX);2019;ARR:24 - DEP:24;0,675646987464618
ELLX;ELLX;LUX;Luxembourg;Luxembourg;Luxembourg (ELLX);Luxembourg (LUX);2019;ARR:06 - DEP:06;0,323190456934897
ELLX;ELLX;LUX;Luxembourg;Luxembourg;Luxembourg (ELLX);Luxembourg (LUX);2020;;
ENBR;ENBR;BGO;Bergen;Norway;Bergen (ENBR);Bergen (BGO);2016;;
ENBR;ENBR;BGO;Bergen;Norway;Bergen (ENBR);Bergen (BGO);2017;;
ENBR;ENBR;BGO;Bergen;Norway;Bergen (ENBR);Bergen (BGO);2018;;
ENBR;ENBR;BGO;Bergen;Norway;Bergen (ENBR);Bergen (BGO);2019;;
ENBR;ENBR;BGO;Bergen;Norway;Bergen (ENBR);Bergen (BGO);2020;;
ENGM;ENGM;OSL;Oslo - Gardermoen;Norway;Oslo - Gardermoen (ENGM);Oslo - Gardermoen (OSL);2016;;
ENGM;ENGM;OSL;Oslo - Gardermoen;Norway;Oslo - Gardermoen (ENGM);Oslo - Gardermoen (OSL);2017;;
ENGM;ENGM;OSL;Oslo - Gardermoen;Norway;Oslo - Gardermoen (ENGM);Oslo - Gardermoen (OSL);2018;;
ENGM;ENGM;OSL;Oslo - Gardermoen;Norway;Oslo - Gardermoen (ENGM);Oslo - Gardermoen (OSL);2019;ARR:01L - DEP:01L;0,0313132515775688
ENGM;ENGM;OSL;Oslo - Gardermoen;Norway;Oslo - Gardermoen (ENGM);Oslo - Gardermoen (OSL);2019;ARR:01L - DEP:01L - DEP:01R;0,0511965710203596
ENGM;ENGM;OSL;Oslo - Gardermoen;Norway;Oslo - Gardermoen (ENGM);Oslo - Gardermoen (OSL);2019;ARR:19R - DEP:19R;0,0594118347422312
ENGM;ENGM;OSL;Oslo - Gardermoen;Norway;Oslo - Gardermoen (ENGM);Oslo - Gardermoen (OSL);2019;ARR:19R - DEP:19L - DEP:19R;0,079890463150375
ENGM;ENGM;OSL;Oslo - Gardermoen;Norway;Oslo - Gardermoen (ENGM);Oslo - Gardermoen (OSL);2019;ARR:19R - DEP:19L;0,105250625074414
ENGM;ENGM;OSL;Oslo - Gardermoen;Norway;Oslo - Gardermoen (ENGM);Oslo - Gardermoen (OSL);2019;ARR:01R - DEP:01L;0,183950470294083
ENGM;ENGM;OSL;Oslo - Gardermoen;Norway;Oslo - Gardermoen (ENGM);Oslo - Gardermoen (OSL);2019;ARR:01L - ARR:01R - DEP:01L - DEP:01R;0,234313608762948
ENGM;ENGM;OSL;Oslo - Gardermoen;Norway;Oslo - Gardermoen (ENGM);Oslo - Gardermoen (OSL);2019;ARR:19L - ARR:19R - DEP:19L - DEP:19R;0,194308846291225
ENGM;ENGM;OSL;Oslo - Gardermoen;Norway;Oslo - Gardermoen (ENGM);Oslo - Gardermoen (OSL);2020;;
ENVA;ENVA;TRD;Trondheim;Norway;Trondheim (ENVA);Trondheim (TRD);2016;;
ENVA;ENVA;TRD;Trondheim;Norway;Trondheim (ENVA);Trondheim (TRD);2017;;
ENVA;ENVA;TRD;Trondheim;Norway;Trondheim (ENVA);Trondheim (TRD);2018;;
ENVA;ENVA;TRD;Trondheim;Norway;Trondheim (ENVA);Trondheim (TRD);2019;;
ENVA;ENVA;TRD;Trondheim;Norway;Trondheim (ENVA);Trondheim (TRD);2020;;
ENZV;ENZV;SVG;Stavanger;Norway;Stavanger (ENZV);Stavanger (SVG);2016;;
ENZV;ENZV;SVG;Stavanger;Norway;Stavanger (ENZV);Stavanger (SVG);2017;;
ENZV;ENZV;SVG;Stavanger;Norway;Stavanger (ENZV);Stavanger (SVG);2018;;
ENZV;ENZV;SVG;Stavanger;Norway;Stavanger (ENZV);Stavanger (SVG);2019;;
ENZV;ENZV;SVG;Stavanger;Norway;Stavanger (ENZV);Stavanger (SVG);2020;;
EPWA;EPWA;WAW;Warszawa - Chopina;Poland;Warszawa - Chopina (EPWA);Warszawa - Chopina (WAW);2016;;
EPWA;EPWA;WAW;Warszawa - Chopina;Poland;Warszawa - Chopina (EPWA);Warszawa - Chopina (WAW);2017;;
EPWA;EPWA;WAW;Warszawa - Chopina;Poland;Warszawa - Chopina (EPWA);Warszawa - Chopina (WAW);2018;;
EPWA;EPWA;WAW;Warszawa - Chopina;Poland;Warszawa - Chopina (EPWA);Warszawa - Chopina (WAW);2019;ARR:15 - DEP:15;0,109696320919488
EPWA;EPWA;WAW;Warszawa - Chopina;Poland;Warszawa - Chopina (EPWA);Warszawa - Chopina (WAW);2019;ARR:11 - DEP:15;0,219336300636656
EPWA;EPWA;WAW;Warszawa - Chopina;Poland;Warszawa - Chopina (EPWA);Warszawa - Chopina (WAW);2019;ARR:33 - DEP:33;0,289931827145191
EPWA;EPWA;WAW;Warszawa - Chopina;Poland;Warszawa - Chopina (EPWA);Warszawa - Chopina (WAW);2019;ARR:33 - DEP:29;0,343681334159671
EPWA;EPWA;WAW;Warszawa - Chopina;Poland;Warszawa - Chopina (EPWA);Warszawa - Chopina (WAW);2019;ARR:33 - DEP:29 - DEP:33;0,033692038988112
EPWA;EPWA;WAW;Warszawa - Chopina;Poland;Warszawa - Chopina (EPWA);Warszawa - Chopina (WAW);2020;;
ESGG;ESGG;GOT;Göteborg;Sweden;Göteborg (ESGG);Göteborg (GOT);2016;;
ESGG;ESGG;GOT;Göteborg;Sweden;Göteborg (ESGG);Göteborg (GOT);2017;;
ESGG;ESGG;GOT;Göteborg;Sweden;Göteborg (ESGG);Göteborg (GOT);2018;;
ESGG;ESGG;GOT;Göteborg;Sweden;Göteborg (ESGG);Göteborg (GOT);2019;ARR:21 - DEP:21;0,699712643678161
ESGG;ESGG;GOT;Göteborg;Sweden;Göteborg (ESGG);Göteborg (GOT);2019;ARR:03 - DEP:03;0,295104679802956
ESGG;ESGG;GOT;Göteborg;Sweden;Göteborg (ESGG);Göteborg (GOT);2020;;
ESSA;ESSA;ARN;Stockholm - Arlanda;Sweden;Stockholm - Arlanda (ESSA);Stockholm - Arlanda (ARN);2016;;
ESSA;ESSA;ARN;Stockholm - Arlanda;Sweden;Stockholm - Arlanda (ESSA);Stockholm - Arlanda (ARN);2017;;
ESSA;ESSA;ARN;Stockholm - Arlanda;Sweden;Stockholm - Arlanda (ESSA);Stockholm - Arlanda (ARN);2018;;
ESSA;ESSA;ARN;Stockholm - Arlanda;Sweden;Stockholm - Arlanda (ESSA);Stockholm - Arlanda (ARN);2019;ARR:19L - DEP:19R;0,23810703666997
ESSA;ESSA;ARN;Stockholm - Arlanda;Sweden;Stockholm - Arlanda (ESSA);Stockholm - Arlanda (ARN);2019;ARR:01R - DEP:01L;0,183040138751239
ESSA;ESSA;ARN;Stockholm - Arlanda;Sweden;Stockholm - Arlanda (ESSA);Stockholm - Arlanda (ARN);2019;ARR:26 - DEP:19R;0,179633300297324
ESSA;ESSA;ARN;Stockholm - Arlanda;Sweden;Stockholm - Arlanda (ESSA);Stockholm - Arlanda (ARN);2019;ARR:26 - DEP:19L;0,124752229930624
ESSA;ESSA;ARN;Stockholm - Arlanda;Sweden;Stockholm - Arlanda (ESSA);Stockholm - Arlanda (ARN);2019;ARR:01L - DEP:08;0,0878344895936571
ESSA;ESSA;ARN;Stockholm - Arlanda;Sweden;Stockholm - Arlanda (ESSA);Stockholm - Arlanda (ARN);2019;ARR:19R - DEP:08;0,0699950445986125
ESSA;ESSA;ARN;Stockholm - Arlanda;Sweden;Stockholm - Arlanda (ESSA);Stockholm - Arlanda (ARN);2019;ARR:01R - DEP:01R;0,0441650148662042
ESSA;ESSA;ARN;Stockholm - Arlanda;Sweden;Stockholm - Arlanda (ESSA);Stockholm - Arlanda (ARN);2020;;
EVRA;EVRA;RIX;Riga;Latvia;Riga (EVRA);Riga (RIX);2016;;
EVRA;EVRA;RIX;Riga;Latvia;Riga (EVRA);Riga (RIX);2017;;
EVRA;EVRA;RIX;Riga;Latvia;Riga (EVRA);Riga (RIX);2018;;
EVRA;EVRA;RIX;Riga;Latvia;Riga (EVRA);Riga (RIX);2019;ARR:18 - DEP:18;0,634223598013102
EVRA;EVRA;RIX;Riga;Latvia;Riga (EVRA);Riga (RIX);2019;ARR:36 - DEP:36;0,34223598013102
EVRA;EVRA;RIX;Riga;Latvia;Riga (EVRA);Riga (RIX);2020;;
EYVI;EYVI;VNO;Vilnius;Lithuania;Vilnius (EYVI);Vilnius (VNO);2016;;
EYVI;EYVI;VNO;Vilnius;Lithuania;Vilnius (EYVI);Vilnius (VNO);2017;;
EYVI;EYVI;VNO;Vilnius;Lithuania;Vilnius (EYVI);Vilnius (VNO);2018;;
EYVI;EYVI;VNO;Vilnius;Lithuania;Vilnius (EYVI);Vilnius (VNO);2019;ARR:01 - DEP:01;0,308925318761384
EYVI;EYVI;VNO;Vilnius;Lithuania;Vilnius (EYVI);Vilnius (VNO);2019;ARR:19 - DEP:19;0,661347905282331
EYVI;EYVI;VNO;Vilnius;Lithuania;Vilnius (EYVI);Vilnius (VNO);2020;;
GCFV;GCFV;FUE;Fuerteventura;Spain;Fuerteventura (GCFV);Fuerteventura (FUE);2016;;
GCFV;GCFV;FUE;Fuerteventura;Spain;Fuerteventura (GCFV);Fuerteventura (FUE);2017;;
GCFV;GCFV;FUE;Fuerteventura;Spain;Fuerteventura (GCFV);Fuerteventura (FUE);2018;;
GCFV;GCFV;FUE;Fuerteventura;Spain;Fuerteventura (GCFV);Fuerteventura (FUE);2019;ARR:01 - DEP:01;0,970270435260363
GCFV;GCFV;FUE;Fuerteventura;Spain;Fuerteventura (GCFV);Fuerteventura (FUE);2020;;
GCLP;GCLP;LPA;Gran Canaria;Spain;Gran Canaria (GCLP);Gran Canaria (LPA);2016;;
GCLP;GCLP;LPA;Gran Canaria;Spain;Gran Canaria (GCLP);Gran Canaria (LPA);2017;;
GCLP;GCLP;LPA;Gran Canaria;Spain;Gran Canaria (GCLP);Gran Canaria (LPA);2018;;
GCLP;GCLP;LPA;Gran Canaria;Spain;Gran Canaria (GCLP);Gran Canaria (LPA);2019;ARR:03R - DEP:03R;0,0332087090389268
GCLP;GCLP;LPA;Gran Canaria;Spain;Gran Canaria (GCLP);Gran Canaria (LPA);2019;ARR:03L - DEP:03L - DEP:03R;0,400703760721355
GCLP;GCLP;LPA;Gran Canaria;Spain;Gran Canaria (GCLP);Gran Canaria (LPA);2019;ARR:03L - DEP:03L;0,528480316692325
GCLP;GCLP;LPA;Gran Canaria;Spain;Gran Canaria (GCLP);Gran Canaria (LPA);2020;;
GCRR;GCRR;ACE;Lanzarote;Spain;Lanzarote (GCRR);Lanzarote (ACE);2016;;
GCRR;GCRR;ACE;Lanzarote;Spain;Lanzarote (GCRR);Lanzarote (ACE);2017;;
GCRR;GCRR;ACE;Lanzarote;Spain;Lanzarote (GCRR);Lanzarote (ACE);2018;;
GCRR;GCRR;ACE;Lanzarote;Spain;Lanzarote (GCRR);Lanzarote (ACE);2019;ARR:03 - DEP:03;0,97291142274961
GCRR;GCRR;ACE;Lanzarote;Spain;Lanzarote (GCRR);Lanzarote (ACE);2020;;
GCTS;GCTS;TFS;Tenerife Sur - Reina Sofia;Spain;Tenerife Sur - Reina Sofia (GCTS);Tenerife Sur - Reina Sofia (TFS);2016;;
GCTS;GCTS;TFS;Tenerife Sur - Reina Sofia;Spain;Tenerife Sur - Reina Sofia (GCTS);Tenerife Sur - Reina Sofia (TFS);2017;;
GCTS;GCTS;TFS;Tenerife Sur - Reina Sofia;Spain;Tenerife Sur - Reina Sofia (GCTS);Tenerife Sur - Reina Sofia (TFS);2018;;
GCTS;GCTS;TFS;Tenerife Sur - Reina Sofia;Spain;Tenerife Sur - Reina Sofia (GCTS);Tenerife Sur - Reina Sofia (TFS);2019;ARR:25 - DEP:25;0,0495519553735683
GCTS;GCTS;TFS;Tenerife Sur - Reina Sofia;Spain;Tenerife Sur - Reina Sofia (GCTS);Tenerife Sur - Reina Sofia (TFS);2019;ARR:07 - DEP:07;0,950329357308172
GCTS;GCTS;TFS;Tenerife Sur - Reina Sofia;Spain;Tenerife Sur - Reina Sofia (GCTS);Tenerife Sur - Reina Sofia (TFS);2020;;
GCXO;GCXO;TFN;Tenerife North;Spain;Tenerife North (GCXO);Tenerife North (TFN);2016;;
GCXO;GCXO;TFN;Tenerife North;Spain;Tenerife North (GCXO);Tenerife North (TFN);2017;;
GCXO;GCXO;TFN;Tenerife North;Spain;Tenerife North (GCXO);Tenerife North (TFN);2018;;
GCXO;GCXO;TFN;Tenerife North;Spain;Tenerife North (GCXO);Tenerife North (TFN);2019;ARR:12 - DEP:12;0,211857292759706
GCXO;GCXO;TFN;Tenerife North;Spain;Tenerife North (GCXO);Tenerife North (TFN);2019;ARR:30 - DEP:30;0,787303252885624
GCXO;GCXO;TFN;Tenerife North;Spain;Tenerife North (GCXO);Tenerife North (TFN);2020;;
LBSF;LBSF;SOF;Sofia;Bulgaria;Sofia (LBSF);Sofia (SOF);2016;;
LBSF;LBSF;SOF;Sofia;Bulgaria;Sofia (LBSF);Sofia (SOF);2017;;
LBSF;LBSF;SOF;Sofia;Bulgaria;Sofia (LBSF);Sofia (SOF);2018;;
LBSF;LBSF;SOF;Sofia;Bulgaria;Sofia (LBSF);Sofia (SOF);2019;ARR:09 - DEP:09;0,354724194429274
LBSF;LBSF;SOF;Sofia;Bulgaria;Sofia (LBSF);Sofia (SOF);2019;ARR:27 - DEP:27;0,636605679956308
LBSF;LBSF;SOF;Sofia;Bulgaria;Sofia (LBSF);Sofia (SOF);2020;;
LCLK;LCLK;LCA;Larnaca;Cyprus;Larnaca (LCLK);Larnaca (LCA);2016;;
LCLK;LCLK;LCA;Larnaca;Cyprus;Larnaca (LCLK);Larnaca (LCA);2017;;
LCLK;LCLK;LCA;Larnaca;Cyprus;Larnaca (LCLK);Larnaca (LCA);2018;;
LCLK;LCLK;LCA;Larnaca;Cyprus;Larnaca (LCLK);Larnaca (LCA);2019;ARR:04 - DEP:04;0,139258679196032
LCLK;LCLK;LCA;Larnaca;Cyprus;Larnaca (LCLK);Larnaca (LCA);2019;ARR:22 - DEP:22;0,443356825894022
LCLK;LCLK;LCA;Larnaca;Cyprus;Larnaca (LCLK);Larnaca (LCA);2019;ARR:NA - DEP:NA;0,387888279822501
LCLK;LCLK;LCA;Larnaca;Cyprus;Larnaca (LCLK);Larnaca (LCA);2020;;
LDZA;LDZA;ZAG;Zagreb;Croatia;Zagreb (LDZA);Zagreb (ZAG);2016;;
LDZA;LDZA;ZAG;Zagreb;Croatia;Zagreb (LDZA);Zagreb (ZAG);2017;;
LDZA;LDZA;ZAG;Zagreb;Croatia;Zagreb (LDZA);Zagreb (ZAG);2018;;
LDZA;LDZA;ZAG;Zagreb;Croatia;Zagreb (LDZA);Zagreb (ZAG);2019;ARR:23L - DEP:23L;0,289031932348858
LDZA;LDZA;ZAG;Zagreb;Croatia;Zagreb (LDZA);Zagreb (ZAG);2019;ARR:05R - DEP:05R;0,710273886154234
LDZA;LDZA;ZAG;Zagreb;Croatia;Zagreb (LDZA);Zagreb (ZAG);2020;;
LEAL;LEAL;ALC;Alicante;Spain;Alicante (LEAL);Alicante (ALC);2016;;
LEAL;LEAL;ALC;Alicante;Spain;Alicante (LEAL);Alicante (ALC);2017;;
LEAL;LEAL;ALC;Alicante;Spain;Alicante (LEAL);Alicante (ALC);2018;;
LEAL;LEAL;ALC;Alicante;Spain;Alicante (LEAL);Alicante (ALC);2019;ARR:28 - DEP:28;0,326980493630573
LEAL;LEAL;ALC;Alicante;Spain;Alicante (LEAL);Alicante (ALC);2019;ARR:10 - DEP:10;0,672621417197452
LEAL;LEAL;ALC;Alicante;Spain;Alicante (LEAL);Alicante (ALC);2020;;
LEBB;LEBB;BIO;Bilbao;Spain;Bilbao (LEBB);Bilbao (BIO);2016;;
LEBB;LEBB;BIO;Bilbao;Spain;Bilbao (LEBB);Bilbao (BIO);2017;;
LEBB;LEBB;BIO;Bilbao;Spain;Bilbao (LEBB);Bilbao (BIO);2018;;
LEBB;LEBB;BIO;Bilbao;Spain;Bilbao (LEBB);Bilbao (BIO);2019;ARR:30 - DEP:30;0,810215291369405
LEBB;LEBB;BIO;Bilbao;Spain;Bilbao (LEBB);Bilbao (BIO);2019;ARR:12 - DEP:12;0,188774543847465
LEBB;LEBB;BIO;Bilbao;Spain;Bilbao (LEBB);Bilbao (BIO);2020;;
LEBL;LEBL;BCN;Barcelona;Spain;Barcelona (LEBL);Barcelona (BCN);2016;;
LEBL;LEBL;BCN;Barcelona;Spain;Barcelona (LEBL);Barcelona (BCN);2017;;
LEBL;LEBL;BCN;Barcelona;Spain;Barcelona (LEBL);Barcelona (BCN);2018;;
LEBL;LEBL;BCN;Barcelona;Spain;Barcelona (LEBL);Barcelona (BCN);2019;ARR:25R - DEP:25L;0,812716945408646
LEBL;LEBL;BCN;Barcelona;Spain;Barcelona (LEBL);Barcelona (BCN);2019;ARR:07L - DEP:07R;0,169769643420637
LEBL;LEBL;BCN;Barcelona;Spain;Barcelona (LEBL);Barcelona (BCN);2020;;
LEIB;LEIB;IBZ;Ibiza;Spain;Ibiza (LEIB);Ibiza (IBZ);2016;;
LEIB;LEIB;IBZ;Ibiza;Spain;Ibiza (LEIB);Ibiza (IBZ);2017;;
LEIB;LEIB;IBZ;Ibiza;Spain;Ibiza (LEIB);Ibiza (IBZ);2018;;
LEIB;LEIB;IBZ;Ibiza;Spain;Ibiza (LEIB);Ibiza (IBZ);2019;ARR:24 - DEP:24;0,50964884530212
LEIB;LEIB;IBZ;Ibiza;Spain;Ibiza (LEIB);Ibiza (IBZ);2019;ARR:06 - DEP:06;0,490161341347675
LEIB;LEIB;IBZ;Ibiza;Spain;Ibiza (LEIB);Ibiza (IBZ);2020;;
LEMD;LEMD;MAD;Madrid - Barajas;Spain;Madrid - Barajas (LEMD);Madrid - Barajas (MAD);2016;;
LEMD;LEMD;MAD;Madrid - Barajas;Spain;Madrid - Barajas (LEMD);Madrid - Barajas (MAD);2017;;
LEMD;LEMD;MAD;Madrid - Barajas;Spain;Madrid - Barajas (LEMD);Madrid - Barajas (MAD);2018;;
LEMD;LEMD;MAD;Madrid - Barajas;Spain;Madrid - Barajas (LEMD);Madrid - Barajas (MAD);2019;ARR:32L - ARR:32R - DEP:36L - DEP:36R;0,686150234741784
LEMD;LEMD;MAD;Madrid - Barajas;Spain;Madrid - Barajas (LEMD);Madrid - Barajas (MAD);2019;ARR:18L - ARR:18R - DEP:14L - DEP:14R;0,20768779342723
LEMD;LEMD;MAD;Madrid - Barajas;Spain;Madrid - Barajas (LEMD);Madrid - Barajas (MAD);2019;ARR:32L - DEP:36L - DEP:36R;0,0416079812206573
LEMD;LEMD;MAD;Madrid - Barajas;Spain;Madrid - Barajas (LEMD);Madrid - Barajas (MAD);2020;;
LEMG;LEMG;AGP;Málaga;Spain;Málaga (LEMG);Málaga (AGP);2016;;
LEMG;LEMG;AGP;Málaga;Spain;Málaga (LEMG);Málaga (AGP);2017;;
LEMG;LEMG;AGP;Málaga;Spain;Málaga (LEMG);Málaga (AGP);2018;;
LEMG;LEMG;AGP;Málaga;Spain;Málaga (LEMG);Málaga (AGP);2019;ARR:31 - DEP:30;0,0305781476577769
LEMG;LEMG;AGP;Málaga;Spain;Málaga (LEMG);Málaga (AGP);2019;ARR:31 - DEP:30 - DEP:31;0,0342979635584137
LEMG;LEMG;AGP;Málaga;Spain;Málaga (LEMG);Málaga (AGP);2019;ARR:12 - DEP:13;0,112855431561692
LEMG;LEMG;AGP;Málaga;Spain;Málaga (LEMG);Málaga (AGP);2019;ARR:31 - DEP:31;0,234600592648635
LEMG;LEMG;AGP;Málaga;Spain;Málaga (LEMG);Málaga (AGP);2019;ARR:13 - DEP:13;0,583632810037198
LEMG;LEMG;AGP;Málaga;Spain;Málaga (LEMG);Málaga (AGP);2020;;
LEPA;LEPA;PMI;Palma de Mallorca;Spain;Palma de Mallorca (LEPA);Palma de Mallorca (PMI);2016;;
LEPA;LEPA;PMI;Palma de Mallorca;Spain;Palma de Mallorca (LEPA);Palma de Mallorca (PMI);2017;;
LEPA;LEPA;PMI;Palma de Mallorca;Spain;Palma de Mallorca (LEPA);Palma de Mallorca (PMI);2018;;
LEPA;LEPA;PMI;Palma de Mallorca;Spain;Palma de Mallorca (LEPA);Palma de Mallorca (PMI);2019;ARR:24L - DEP:24R;0,730778990104034
LEPA;LEPA;PMI;Palma de Mallorca;Spain;Palma de Mallorca (LEPA);Palma de Mallorca (PMI);2019;ARR:06L - DEP:06R;0,236488200964222
LEPA;LEPA;PMI;Palma de Mallorca;Spain;Palma de Mallorca (LEPA);Palma de Mallorca (PMI);2020;;
LEVC;LEVC;VLC;Valencia;Spain;Valencia (LEVC);Valencia (VLC);2016;;
LEVC;LEVC;VLC;Valencia;Spain;Valencia (LEVC);Valencia (VLC);2017;;
LEVC;LEVC;VLC;Valencia;Spain;Valencia (LEVC);Valencia (VLC);2018;;
LEVC;LEVC;VLC;Valencia;Spain;Valencia (LEVC);Valencia (VLC);2019;ARR:12 - DEP:12;0,476969988765848
LEVC;LEVC;VLC;Valencia;Spain;Valencia (LEVC);Valencia (VLC);2019;ARR:30 - DEP:30;0,522495051623602
LEVC;LEVC;VLC;Valencia;Spain;Valencia (LEVC);Valencia (VLC);2020;;
LEZL;LEZL;SVQ;Sevilla;Spain;Sevilla (LEZL);Sevilla (SVQ);2016;;
LEZL;LEZL;SVQ;Sevilla;Spain;Sevilla (LEZL);Sevilla (SVQ);2017;;
LEZL;LEZL;SVQ;Sevilla;Spain;Sevilla (LEZL);Sevilla (SVQ);2018;;
LEZL;LEZL;SVQ;Sevilla;Spain;Sevilla (LEZL);Sevilla (SVQ);2019;ARR:09 - DEP:09;0,378905821730073
